id,year,month_number,month,stream,site,order,family,genus,species,individuals,type
1081,2015,T7,April,LS,LSD,Ephemeroptera,Ephemerellidae,Ephemerella,,16,ref_down
1082,2015,T7,April,LS,LSD,Diptera,Tipulidae,Hexatoma,,1,ref_down
1083,2015,T7,April,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,7,ref_down
1084,2015,T7,April,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,3,ref_down
1085,2015,T7,April,LS,LSD,Plecoptera,Perlodidae,Isoperla,,17,ref_down
1086,2015,T7,April,LS,LSD,Odonata,Gomphidae,Lanthus,,1,ref_down
1087,2015,T7,April,LS,LSD,Ephemeroptera,Heptageniidae,Maccaffertium,,6,ref_down
1088,2015,T7,April,LS,LSD,Plecoptera,Perlidae,Neoperla,,3,ref_down
1089,2015,T7,April,LS,LSD,Plecoptera,Taeniopterygidae,Oemopteryx,,3,ref_down
1090,2015,T7,April,LS,LSD,Plecoptera,Chloroperlidae,Sweltsa,,1,ref_down
1091,2015,T8,May,LS,LSD,Plecoptera,Perlidae,Acroneuria,,1,ref_down
1092,2015,T8,May,LS,LSD,Plecoptera,Perlidae,Agnetina,,1,ref_down
1093,2015,T8,May,LS,LSD,Ephemeroptera,Baetidae,Baetis,,1,ref_down
1094,2015,T8,May,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,9,ref_down
1095,2015,T8,May,LS,LSD,Trichoptera,Philopotamidae,Chimarra,,1,ref_down
1096,2015,T8,May,LS,LSD,Ephemeroptera,Heptageniidae,Epeorus,,6,ref_down
1097,2015,T8,May,LS,LSD,Ephemeroptera,Ephemerellidae,Ephemerella,,12,ref_down
1098,2015,T8,May,LS,LSD,Diptera,Tipulidae,Hexatoma,,9,ref_down
1099,2015,T8,May,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,29,ref_down
1100,2015,T8,May,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,14,ref_down
1101,2015,T8,May,LS,LSD,Ephemeroptera,Heptageniidae,Maccaffertium,,5,ref_down
1102,2015,T8,May,LS,LSD,Trichoptera,Uenoidae,Neophylax,,2,ref_down
1103,2015,T8,May,LS,LSD,Megaloptera,Corydalidae,Nigronia,serricornis,1,ref_down
1104,2015,T8,May,LS,LSD,Coleoptera,Psephenidae,Psephenus,,15,ref_down
1105,2015,T8,May,LS,LSD,Coleoptera,Elmidae,Stenelmis,,3,ref_down
1106,2015,T8,May,LS,LSD,Diptera,Chironomidae,,,1,ref_down
1107,2015,T9,June,LS,LSD,Plecoptera,Perlidae,Acroneuria,,2,ref_down
1108,2015,T9,June,LS,LSD,Plecoptera,Perlidae,Agnetina,,4,ref_down
1109,2015,T9,June,LS,LSD,Diptera,Athericidae,Atherix,,2,ref_down
1110,2015,T9,June,LS,LSD,Ephemeroptera,Baetidae,Baetis,,1,ref_down
1111,2015,T9,June,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_down
1112,2015,T9,June,LS,LSD,Ephemeroptera,Heptageniidae,Epeorus,,3,ref_down
1113,2015,T9,June,LS,LSD,Ephemeroptera,Ephemerellidae,Ephemerella,,1,ref_down
1114,2015,T9,June,LS,LSD,Trichoptera,Glossosomatidae,Glossosoma,,1,ref_down
1115,2015,T9,June,LS,LSD,Diptera,Tipulidae,Hexatoma,,13,ref_down
1116,2015,T9,June,LS,LSD,Trichoptera,Hydropsychidae,Hydropsyche,,27,ref_down
1117,2015,T9,June,LS,LSD,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_down
1118,2015,T9,June,LS,LSD,Odonata,Gomphidae,Lanthus,,1,ref_down
1119,2015,T9,June,LS,LSD,Ephemeroptera,Heptageniidae,Maccaffertium,,2,ref_down
1120,2015,T9,June,LS,LSD,Plecoptera,Perlidae,Neoperla,,4,ref_down
1121,2015,T9,June,LS,LSD,Megaloptera,Corydalidae,Nigronia,serricornis,1,ref_down
1122,2015,T9,June,LS,LSD,Coleoptera,Psephenidae,Psephenus,,31,ref_down
1123,2015,T9,June,LS,LSD,Coleoptera,Elmidae,Stenelmis,,5,ref_down
1124,2015,T9,June,LS,LSD,Diptera,Chironomidae,,,13,ref_down
399,2014,T1,April,LS,LSU,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_up
400,2014,T1,April,LS,LSU,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_up
401,2014,T1,April,LS,LSU,Ephemeroptera,Baetidae,,,1,ref_up
402,2014,T1,April,LS,LSU,Ephemeroptera,Ephemerellidae,,,2,ref_up
403,2014,T1,April,LS,LSU,Ephemeroptera,Heptageniidae,,,1,ref_up
404,2014,T1,April,LS,LSU,Trichoptera,Hydropsychidae,,,1,ref_up
405,2014,T1,April,LS,LSU,Plecoptera,Perlodidae,,,2,ref_up
406,2014,T1,April,LS,LSU,Plecoptera,Perlodidae,,,1,ref_up
407,2014,T1,April,LS,LSU,Trichoptera,Philopotamidae,,,1,ref_up
408,2014,T1,April,LS,LSU,Plecoptera,Taeniopterygidae,,,8,ref_up
409,2014,T1,April,LS,LSU,Plecoptera,Taeniopterygidae,,,2,ref_up
410,2014,T2,May,LS,LSU,Ephemeroptera,Baetidae,Baetis,,2,ref_up
411,2014,T2,May,LS,LSU,Ephemeroptera,Ephemerellidae,Drunella,,1,ref_up
412,2014,T2,May,LS,LSU,Ephemeroptera,Ephemerellidae,Ephemerella,,5,ref_up
413,2014,T2,May,LS,LSU,Ephemeroptera,Ephemerellidae,Eurylophella,,2,ref_up
414,2014,T2,May,LS,LSU,Diptera,Tipulidae,Hexatoma,,2,ref_up
415,2014,T2,May,LS,LSU,Plecoptera,Perlodidae,Isoperla,,6,ref_up
416,2014,T2,May,LS,LSU,Ephemeroptera,Heptageniidae,Leucrocuta,,1,ref_up
417,2014,T2,May,LS,LSU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,1,ref_up
418,2014,T2,May,LS,LSU,Plecoptera,Chloroperlidae,Sweltsa,,4,ref_up
419,2014,T2,May,LS,LSU,Ephemeroptera,Baetidae,,,1,ref_up
420,2014,T2,May,LS,LSU,Diptera,Chironomidae,,,1,ref_up
421,2014,T2,May,LS,LSU,Plecoptera,Chloroperlidae,,,3,ref_up
422,2014,T2,May,LS,LSU,Ephemeroptera,Heptageniidae,,,1,ref_up
423,2014,T2,May,LS,LSU,Trichoptera,Hydropsychidae,,,1,ref_up
424,2014,T2,May,LS,LSU,Ephemeroptera,Leptophlebiidae,,,1,ref_up
425,2014,T3,June,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_up
426,2014,T3,June,LS,LSU,Trichoptera,Philopotamidae,Dolophilodes,,1,ref_up
427,2014,T3,June,LS,LSU,Ephemeroptera,Heptageniidae,Maccaffertium,,5,ref_up
428,2014,T3,June,LS,LSU,Trichoptera,Philopotamidae,Wormaldia,,3,ref_up
429,2014,T3,June,LS,LSU,Diptera,Chironomidae,,,6,ref_up
430,2014,T3,June,LS,LSU,Ephemeroptera,Heptageniidae,,,1,ref_up
431,2014,T3,June,LS,LSU,Trichoptera,Hydropsychidae,,,1,ref_up
432,2014,T3,June,LS,LSU,Ephemeroptera,Leptophlebiidae,,,3,ref_up
433,2014,T3,June,LS,LSU,Plecoptera,Perlidae,,,1,ref_up
434,2014,T3,June,LS,LSU,Trichoptera,Philopotamidae,,,2,ref_up
435,2014,T4,July,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,5,ref_up
436,2014,T4,July,LS,LSU,Diptera,Tipulidae,Hexatoma,,1,ref_up
437,2014,T4,July,LS,LSU,Diptera,Tipulidae,Hexatoma,,1,ref_up
438,2014,T4,July,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,5,ref_up
439,2014,T4,July,LS,LSU,Ephemeroptera,Heptageniidae,Leucrocuta,,1,ref_up
440,2014,T4,July,LS,LSU,Ephemeroptera,Heptageniidae,Maccaffertium,,3,ref_up
441,2014,T4,July,LS,LSU,Ephemeroptera,Heptageniidae,Maccaffertium,,4,ref_up
442,2014,T4,July,LS,LSU,Coleoptera,Psephenidae,Psephenus,,14,ref_up
443,2014,T4,July,LS,LSU,Ephemeroptera,Heptageniidae,Stenacron,,4,ref_up
444,2014,T4,July,LS,LSU,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,1,ref_up
445,2014,T4,July,LS,LSU,Diptera,Tipulidae,Tipula,,10,ref_up
446,2014,T4,July,LS,LSU,Trichoptera,Hydropsychidae,,,2,ref_up
447,2014,T4,July,LS,LSU,Ephemeroptera,Leptophlebiidae,,,1,ref_up
448,2014,T4,July,LS,LSU,Trichoptera,Philopotamidae,,,1,ref_up
449,2014,T4,July,LS,LSU,Coleoptera,Psephenidae,,,3,ref_up
450,2014,T5,August,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_up
451,2014,T5,August,LS,LSU,Diptera,Tipulidae,Hexatoma,,1,ref_up
452,2014,T5,August,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_up
453,2014,T5,August,LS,LSU,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_up
454,2014,T5,August,LS,LSU,Coleoptera,Psephenidae,Psephenus,,7,ref_up
455,2014,T5,August,LS,LSU,Odonata,Aeshnidae,,,1,ref_up
456,2014,T5,August,LS,LSU,Diptera,Athericidae,,,1,ref_up
457,2014,T5,August,LS,LSU,Diptera,Chironomidae,,,1,ref_up
458,2014,T5,August,LS,LSU,Coleoptera,Psephenidae,,,2,ref_up
459,2014,T5,August,LS,LSU,Diptera,Tipulidae,,,1,ref_up
460,2014,T6,September,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,7,ref_up
461,2014,T6,September,LS,LSU,Diptera,Tipulidae,Hexatoma,,2,ref_up
462,2014,T6,September,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,11,ref_up
463,2014,T6,September,LS,LSU,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_up
464,2014,T6,September,LS,LSU,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_up
465,2014,T6,September,LS,LSU,Ephemeroptera,Heptageniidae,Maccaffertium,,2,ref_up
466,2014,T6,September,LS,LSU,Coleoptera,Psephenidae,Psephenus,,4,ref_up
467,2014,T6,September,LS,LSU,Ephemeroptera,Heptageniidae,Stenacron,,1,ref_up
468,2014,T6,September,LS,LSU,Ephemeroptera,Heptageniidae,,,2,ref_up
469,2014,T6,September,LS,LSU,Trichoptera,Hydropsychidae,,,3,ref_up
470,2014,T6,September,LS,LSU,Plecoptera,Perlidae,,,1,ref_up
471,2014,T6,September,LS,LSU,Trichoptera,Philopotamidae,,,1,ref_up
472,2014,T6,September,LS,LSU,Coleoptera,Psephenidae,,,2,ref_up
473,2014,T6,September,LS,LSU,Diptera,Tipulidae,,,2,ref_up
1125,2015,T10,July,LS,LSU,Plecoptera,Perlidae,Acroneuria,,2,ref_up
1126,2015,T10,July,LS,LSU,Plecoptera,Perlidae,Agnetina,,2,ref_up
1127,2015,T10,July,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,5,ref_up
1128,2015,T10,July,LS,LSU,Diptera,Tipulidae,Hexatoma,,4,ref_up
1129,2015,T10,July,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,7,ref_up
1130,2015,T10,July,LS,LSU,Coleoptera,Psephenidae,Psephenus,,2,ref_up
1131,2015,T11,August,LS,LSU,Plecoptera,Perlidae,Agnetina,,2,ref_up
1132,2015,T11,August,LS,LSU,Diptera,Tipulidae,Antocha,,1,ref_up
1133,2015,T11,August,LS,LSU,Diptera,Athericidae,Atherix,,2,ref_up
1134,2015,T11,August,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,6,ref_up
1135,2015,T11,August,LS,LSU,Ephemeroptera,Heptageniidae,Epeorus,,1,ref_up
1136,2015,T11,August,LS,LSU,Diptera,Tipulidae,Hexatoma,,1,ref_up
1137,2015,T11,August,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,16,ref_up
1138,2015,T11,August,LS,LSU,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_up
1139,2015,T11,August,LS,LSU,Plecoptera,Perlidae,Neoperla,,1,ref_up
1140,2015,T11,August,LS,LSU,Coleoptera,Psephenidae,Psephenus,,8,ref_up
1141,2015,T11,August,LS,LSU,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,7,ref_up
1142,2015,T11,August,LS,LSU,Diptera,Chironomidae,,,2,ref_up
1143,2015,T7,April,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_up
1144,2015,T7,April,LS,LSU,Ephemeroptera,Heptageniidae,Epeorus,,2,ref_up
1145,2015,T7,April,LS,LSU,Ephemeroptera,Ephemeridae,Ephemera,,1,ref_up
1146,2015,T7,April,LS,LSU,Ephemeroptera,Ephemerellidae,Ephemerella,,8,ref_up
1147,2015,T7,April,LS,LSU,Odonata,Gomphidae,Erpetogomphus,,1,ref_up
1148,2015,T7,April,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,5,ref_up
1149,2015,T7,April,LS,LSU,Ephemeroptera,Isonychiidae,Isonychia,,4,ref_up
1150,2015,T7,April,LS,LSU,Plecoptera,Perlodidae,Isoperla,,16,ref_up
1151,2015,T7,April,LS,LSU,Ephemeroptera,Heptageniidae,Maccaffertium,,1,ref_up
1152,2015,T7,April,LS,LSU,Plecoptera,Perlidae,Neoperla,,1,ref_up
1153,2015,T7,April,LS,LSU,Trichoptera,Uenoidae,Neophylax,,1,ref_up
1154,2015,T7,April,LS,LSU,Plecoptera,Taeniopterygidae,Oemopteryx,,3,ref_up
1155,2015,T7,April,LS,LSU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,1,ref_up
1156,2015,T7,April,LS,LSU,Ephemeroptera,Baetidae,Plauditus,,1,ref_up
1157,2015,T7,April,LS,LSU,Coleoptera,Psephenidae,Psephenus,,1,ref_up
1158,2015,T7,April,LS,LSU,Ephemeroptera,Heptageniidae,Stenacron,,2,ref_up
1159,2015,T7,April,LS,LSU,Diptera,Tipulidae,Tipula,,1,ref_up
1160,2015,T7,April,LS,LSU,Diptera,Chironomidae,,,2,ref_up
1161,2015,T8,May,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,1,ref_up
1162,2015,T8,May,LS,LSU,Ephemeroptera,Ephemerellidae,Ephemerella,,2,ref_up
1163,2015,T8,May,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,2,ref_up
1164,2015,T8,May,LS,LSU,Ephemeroptera,Isonychiidae,Isonychia,,2,ref_up
1165,2015,T8,May,LS,LSU,Trichoptera,Uenoidae,Neophylax,,1,ref_up
1166,2015,T8,May,LS,LSU,Diptera,Chironomidae,,,3,ref_up
1167,2015,T8,May,LS,LSU,Ephemeroptera,Heptageniidae,,,8,ref_up
1168,2015,T8,May,LS,LSU,Plecoptera,Perlidae,,,2,ref_up
1169,2015,T9,June,LS,LSU,Plecoptera,Perlidae,Acroneuria,,3,ref_up
1170,2015,T9,June,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,47,ref_up
1171,2015,T9,June,LS,LSU,Ephemeroptera,Ephemerellidae,Ephemerella,,2,ref_up
1172,2015,T9,June,LS,LSU,Ephemeroptera,Baetidae,Fallceon,,1,ref_up
1173,2015,T9,June,LS,LSU,Diptera,Tipulidae,Hexatoma,,9,ref_up
1174,2015,T9,June,LS,LSU,Trichoptera,Hydropsychidae,Hydropsyche,,34,ref_up
1175,2015,T9,June,LS,LSU,Ephemeroptera,Isonychiidae,Isonychia,,1,ref_up
1176,2015,T9,June,LS,LSU,Plecoptera,Perlidae,Neoperla,,5,ref_up
1177,2015,T9,June,LS,LSU,Trichoptera,Uenoidae,Neophylax,,1,ref_up
1178,2015,T9,June,LS,LSU,Megaloptera,Corydalidae,Nigronia,serricornis,1,ref_up
1179,2015,T9,June,LS,LSU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,1,ref_up
1180,2015,T9,June,LS,LSU,Coleoptera,Psephenidae,Psephenus,,5,ref_up
1181,2015,T9,June,LS,LSU,Ephemeroptera,Heptageniidae,Stenacron,,11,ref_up
1182,2015,T9,June,LS,LSU,Coleoptera,Elmidae,Stenelmis,,4,ref_up
1183,2015,T9,June,LS,LSU,Diptera,Tipulidae,Tipula,,1,ref_up
1184,2015,T9,June,LS,LSU,Trichoptera,Philopotamidae,Wormaldia,,6,ref_up
1185,2015,T9,June,LS,LSU,Diptera,Chironomidae,,,23,ref_up
1186,2015,T9,June,LS,LSU,Diptera,Dolichopodidae,,,1,ref_up
474,2014,T1,April,PC,PCD,Ephemeroptera,Baetidae,,,1,urban
475,2014,T1,April,PC,PCD,Ephemeroptera,Heptageniidae,,,1,urban
476,2014,T1,April,PC,PCD,Ephemeroptera,Heptageniidae,,,1,urban
477,2014,T1,April,PC,PCD,Trichoptera,Hydropsychidae,,,3,urban
478,2014,T1,April,PC,PCD,Plecoptera,Taeniopterygidae,,,1,urban
479,2014,T1,April,PC,PCD,Plecoptera,Taeniopterygidae,,,4,urban
480,2014,T1,April,PC,PCD,Diptera,Tipulidae,,,2,urban
481,2014,T1,April,PC,PCD,Trichoptera,Uenoidae,,,1,urban
482,2014,T2,May,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
483,2014,T2,May,PC,PCD,Ephemeroptera,Heptageniidae,Maccaffertium,,1,urban
484,2014,T2,May,PC,PCD,Diptera,Chironomidae,,,2,urban
485,2014,T2,May,PC,PCD,Plecoptera,Chloroperlidae,,,1,urban
486,2014,T2,May,PC,PCD,Trichoptera,Hydropsychidae,,,1,urban
487,2014,T2,May,PC,PCD,Trichoptera,Philopotamidae,,,1,urban
488,2014,T3,June,PC,PCD,Ephemeroptera,Baetidae,,,1,urban
489,2014,T3,June,PC,PCD,Diptera,Chironomidae,,,4,urban
490,2014,T3,June,PC,PCD,Ephemeroptera,Heptageniidae,,,1,urban
491,2014,T3,June,PC,PCD,Trichoptera,Hydropsychidae,,,1,urban
492,2014,T3,June,PC,PCD,Diptera,Tipulidae,,,1,urban
493,2014,T4,July,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,2,urban
494,2014,T4,July,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,3,urban
495,2014,T4,July,PC,PCD,Diptera,Tipulidae,Tipula,,1,urban
496,2014,T4,July,PC,PCD,Coleoptera,Dytiscidae,Uvarus,,2,urban
497,2014,T4,July,PC,PCD,Coleoptera,Dytiscidae,,,1,urban
498,2014,T4,July,PC,PCD,Coleoptera,Haliplidae,,,1,urban
499,2014,T4,July,PC,PCD,Ephemeroptera,Heptageniidae,,,1,urban
500,2014,T4,July,PC,PCD,Trichoptera,Hydropsychidae,,,1,urban
501,2014,T4,July,PC,PCD,Coleoptera,Psephenidae,,,1,urban
502,2014,T4,July,PC,PCD,Diptera,Tipulidae,,,1,urban
503,2014,T5,August,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
504,2014,T5,August,PC,PCD,Diptera,Tipulidae,Hexatoma,,1,urban
505,2014,T5,August,PC,PCD,Megaloptera,Sialidae,Sialis,,1,urban
506,2014,T5,August,PC,PCD,Diptera,Chironomidae,,,2,urban
507,2014,T5,August,PC,PCD,Coleoptera,Haliplidae,,,1,urban
508,2014,T5,August,PC,PCD,Trichoptera,Hydropsychidae,,,1,urban
509,2014,T5,August,PC,PCD,Megaloptera,Sialidae,,,1,urban
1187,2015,T10,July,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
1188,2015,T10,July,PC,PCD,Trichoptera,Glossosomatidae,Glossosoma,,1,urban
1189,2015,T10,July,PC,PCD,Coleoptera,Dryopidae,Helichus,,1,urban
1190,2015,T10,July,PC,PCD,Diptera,Tipulidae,Hexatoma,,1,urban
1191,2015,T10,July,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,1,urban
1192,2015,T10,July,PC,PCD,Coleoptera,Psephenidae,Psephenus,,5,urban
1193,2015,T10,July,PC,PCD,Ephemeroptera,Heptageniidae,Stenacron,,1,urban
1194,2015,T10,July,PC,PCD,Coleoptera,Elmidae,Stenelmis,,1,urban
1195,2015,T10,July,PC,PCD,Diptera,Chironomidae,,,5,urban
1196,2015,T11,August,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,3,urban
1197,2015,T11,August,PC,PCD,Coleoptera,Psephenidae,Psephenus,,1,urban
1198,2015,T11,August,PC,PCD,Diptera,Chironomidae,,,4,urban
1199,2015,T12,September,PC,PCD,Diptera,Athericidae,Atherix,,1,urban
1200,2015,T12,September,PC,PCD,Trichoptera,Philopotamidae,Chimarra,,2,urban
1201,2015,T12,September,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,4,urban
1202,2015,T12,September,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,4,urban
1203,2015,T12,September,PC,PCD,Odonata,Gomphidae,Lanthus,,2,urban
1204,2015,T12,September,PC,PCD,Ephemeroptera,Heptageniidae,Maccaffertium,,14,urban
1205,2015,T12,September,PC,PCD,Megaloptera,Corydalidae,Nigronia,serricornis,1,urban
1206,2015,T12,September,PC,PCD,Coleoptera,Psephenidae,Psephenus,,2,urban
1207,2015,T12,September,PC,PCD,Coleoptera,Psephenidae,Psephenus,,6,urban
1208,2015,T12,September,PC,PCD,Coleoptera,Elmidae,Stenelmis,,2,urban
1209,2015,T12,September,PC,PCD,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,1,urban
1210,2015,T12,September,PC,PCD,Diptera,Tipulidae,Tipula,,1,urban
1211,2015,T7,April,PC,PCD,Ephemeroptera,Baetidae,Acerpenna,,1,urban
1212,2015,T7,April,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,12,urban
1213,2015,T7,April,PC,PCD,Ephemeroptera,Ephemerellidae,Ephemerella,,2,urban
1214,2015,T7,April,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,15,urban
1215,2015,T7,April,PC,PCD,Ephemeroptera,Isonychiidae,Isonychia,,1,urban
1216,2015,T7,April,PC,PCD,Plecoptera,Perlodidae,Isoperla,,8,urban
1217,2015,T7,April,PC,PCD,Coleoptera,Psephenidae,Psephenus,,4,urban
1218,2015,T7,April,PC,PCD,Coleoptera,Elmidae,Stenelmis,,1,urban
1219,2015,T7,April,PC,PCD,Plecoptera,Chloroperlidae,Sweltsa,,2,urban
1220,2015,T7,April,PC,PCD,Diptera,Tipulidae,Tipula,,9,urban
1221,2015,T7,April,PC,PCD,Diptera,Chironomidae,,,2,urban
1222,2015,T8,May,PC,PCD,Diptera,Chironomidae,,,2,urban
1223,2015,T9,June,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,3,urban
1224,2015,T9,June,PC,PCD,Diptera,Tipulidae,Hexatoma,,1,urban
1225,2015,T9,June,PC,PCD,Coleoptera,Hydrophilidae,Hydrophilus,,1,urban
1226,2015,T9,June,PC,PCD,Trichoptera,Hydropsychidae,Hydropsyche,,4,urban
1227,2015,T9,June,PC,PCD,Coleoptera,Psephenidae,Psephenus,,2,urban
1228,2015,T9,June,PC,PCD,Coleoptera,Elmidae,Stenelmis,,1,urban
1229,2015,T9,June,PC,PCD,Diptera,Tipulidae,Tipula,,2,urban
1230,2015,T9,June,PC,PCD,Diptera,Chironomidae,,,7,urban
510,2014,T1,April,PC,PCU,Ephemeroptera,Heptageniidae,Epeorus,,14,rural
511,2014,T1,April,PC,PCU,Ephemeroptera,Heptageniidae,Epeorus,,1,rural
512,2014,T1,April,PC,PCU,Diptera,Tipulidae,Tipula,,1,rural
513,2014,T1,April,PC,PCU,Ephemeroptera,Baetidae,,,3,rural
514,2014,T1,April,PC,PCU,Diptera,Ceratopogonidae,,,3,rural
515,2014,T1,April,PC,PCU,Diptera,Chironomidae,,,1,rural
516,2014,T1,April,PC,PCU,Plecoptera,Chloroperlidae,,,3,rural
517,2014,T1,April,PC,PCU,Trichoptera,Hydropsychidae,,,2,rural
518,2014,T1,April,PC,PCU,Plecoptera,Perlodidae,,,9,rural
519,2014,T1,April,PC,PCU,Plecoptera,Perlodidae,,,1,rural
520,2014,T1,April,PC,PCU,Trichoptera,Philopotamidae,,,1,rural
521,2014,T1,April,PC,PCU,Plecoptera,Taeniopterygidae,,,1,rural
522,2014,T1,April,PC,PCU,Trichoptera,Uenoidae,,,1,rural
523,2014,T2,May,PC,PCU,Ephemeroptera,Ameletidae,Ameletus,,4,rural
524,2014,T2,May,PC,PCU,Diptera,Tipulidae,Hexatoma,,1,rural
525,2014,T2,May,PC,PCU,Plecoptera,Chloroperlidae,Sweltsa,,7,rural
526,2014,T2,May,PC,PCU,Odonata,Aeshnidae,,,1,rural
527,2014,T2,May,PC,PCU,Ephemeroptera,Baetidae,,,3,rural
528,2014,T2,May,PC,PCU,Diptera,Chironomidae,,,13,rural
529,2014,T2,May,PC,PCU,Plecoptera,Chloroperlidae,,,5,rural
530,2014,T2,May,PC,PCU,Ephemeroptera,Heptageniidae,,,1,rural
531,2014,T2,May,PC,PCU,Ephemeroptera,Leptophlebiidae,,,1,rural
532,2014,T3,June,PC,PCU,Ephemeroptera,Baetidae,Baetis,,1,rural
533,2014,T3,June,PC,PCU,Trichoptera,Hydropsychidae,Hydropsyche,,4,rural
534,2014,T3,June,PC,PCU,Trichoptera,Hydropsychidae,Hydropsyche,,1,rural
535,2014,T3,June,PC,PCU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,6,rural
536,2014,T3,June,PC,PCU,Ephemeroptera,Heptageniidae,Stenonema,fematoratum,2,rural
537,2014,T3,June,PC,PCU,Plecoptera,Chloroperlidae,Sweltsa,,1,rural
538,2014,T3,June,PC,PCU,Plecoptera,Chloroperlidae,,,1,rural
539,2014,T3,June,PC,PCU,Ephemeroptera,Heptageniidae,,,2,rural
540,2014,T3,June,PC,PCU,Ephemeroptera,Leptophlebiidae,,,3,rural
541,2014,T3,June,PC,PCU,Trichoptera,Philopotamidae,,,1,rural
542,2014,T3,June,PC,PCU,Diptera,Tipulidae,,,2,rural
543,2014,T4,July,PC,PCU,Trichoptera,Hydropsychidae,Hydropsyche,,1,rural
544,2014,T4,July,PC,PCU,Diptera,Tipulidae,Hexatoma,,1,rural
545,2014,T4,July,PC,PCU,Diptera,Tipulidae,Hexatoma,,2,rural
546,2014,T4,July,PC,PCU,Trichoptera,Hydropsychidae,Hydropsyche,,1,rural
547,2014,T4,July,PC,PCU,Ephemeroptera,Isonychiidae,Isonychia,,1,rural
548,2014,T4,July,PC,PCU,Ephemeroptera,Heptageniidae,Maccaffertium,,9,rural
549,2014,T4,July,PC,PCU,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,3,rural
550,2014,T4,July,PC,PCU,Ephemeroptera,Heptageniidae,,,1,rural
551,2014,T4,July,PC,PCU,Trichoptera,Hydropsychidae,,,2,rural
552,2014,T4,July,PC,PCU,Ephemeroptera,Leptophlebiidae,,,2,rural
553,2014,T4,July,PC,PCU,Plecoptera,Taeniopterygidae,,,1,rural
554,2014,T4,July,PC,PCU,Diptera,Tipulidae,,,3,rural
555,2014,T4,July,PC,PCU,Hemiptera,Veliidae,,,1,rural
556,2014,T5,August,PC,PCU,Plecoptera,Perlodidae,Isoperla,,1,rural
557,2014,T5,August,PC,PCU,Diptera,Tipulidae,Tipula,,2,rural
558,2014,T5,August,PC,PCU,Trichoptera,Hydropsychidae,,,5,rural
559,2014,T5,August,PC,PCU,Plecoptera,Perlidae,,,1,rural
560,2014,T5,August,PC,PCU,Diptera,Tipulidae,,,2,rural
561,2014,T6,September,PC,PCU,Odonata,Gomphidae,Erpetogomphus,,2,rural
562,2014,T6,September,PC,PCU,Diptera,Tipulidae,Hexatoma,,3,rural
